PropertyId,PropertyDesc,PropertyDeutsch,PropertyEnglisch,PropertyDeutschCH,PropertyFranzoesisch,PropertyNiederlaendisch,PropertyItalienisch,PropertySpanisch,PropertyValueId,PropertyValueDesc,PropertyValueDeutsch,PropertyValueEnglisch,PropertyValueDeutschCH,PropertyValueFranzoesisch,PropertyValueNiederlaendisch,PropertyValueItalienisch,PropertyValueSpanisch
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,75,2/2-farbig (schwarz + HKS),2/2-farbig (schwarz + HKS),2/2-coloured (black + HKS),2/2-farbig (schwarz + HKS),couleurs 2/2 (noir + HKS),2/2 (dubbelzijdig zwart + HKS),2/2 colori (nero + HKS),2/2 colores (negro + HKS)
37,Farbigkeit Umschlag,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,294,2/2-farbig (schwarz + HKS),2/2-farbig (schwarz + HKS),2/2-coloured (black + HKS),2/2-farbig (schwarz + HKS),couleurs 2/2 (noir + HKS),2/2 (dubbelzijdig zwart + HKS),2/2 colori (nero + HKS),2/2 colores (negro + HKS)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,76,4/0-farbig Euroskala,4/0-farbig Euroskala,4/0-coloured euroscale,4/0-farbig Euroskala,quadrichromie 4/0,"4/0 (enkelzijdig 4 kleuren, CMYK)",4/0 colori CMYK,4/0 colores escala europea
86,Farbigkeit2,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,384,4/0-farbig Euroskala,4/0-farbig Euroskala,4/0-coloured euroscale,4/0-farbig Euroskala,quadrichromie 4/0,"4/0 (enkelzijdig 4 kleuren, CMYK)",4/0 colori CMYK,4/0 colores escala europea
89,Farbigkeit1,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,389,4/0-farbig Euroskala,4/0-farbig Euroskala,4/0-coloured euroscale,4/0-farbig Euroskala,quadrichromie 4/0,"4/0 (enkelzijdig 4 kleuren, CMYK)",4/0 colori CMYK,4/0 colores escala europea
37,Farbigkeit Umschlag,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,813,4/0-farbig Euroskala,4/0-farbig Euroskala,4/0-coloured euroscale,4/0-farbig Euroskala,quadrichromie 4/0,"4/0 (enkelzijdig 4 kleuren, CMYK)",4/0 colori CMYK,4/0 colores escala europea
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,78,4/4-farbig Euroskala,4/4-farbig Euroskala,4/4-coloured euroscale,4/4-farbig Euroskala,quadrichromie 4/4,"4/4 (dubbelzijdig 4 kleuren, CMYK)",4/4 colori CMYK,4/4 colores escala europea
37,Farbigkeit Umschlag,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,266,4/4-farbig Euroskala,4/4-farbig Euroskala,4/4-coloured euroscale,4/4-farbig Euroskala,quadrichromie 4/4,"4/4 (dubbelzijdig 4 kleuren, CMYK)",4/4 colori CMYK,4/4 colores escala europea
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,89,80g/m² Offsetpapier,80 g/m² Offsetpapier,80gsm uncoated paper,80 g/m² Offsetpapier,80 g/m² papier offset,80 g/m² offsetpapier,80 g/m² carta usomano,80 g/m² papel offset
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,90,80g/m² Neonpapier gelb,80 g/m² Neonpapier gelb,80gsm fluorescent paper yellow,80 g/m² Neonpapier gelb,80 g/m² papier fluorescent jaune,80 g/m² neonpapier geel,80 g/m² carta neon gialla,80 g/m² papel amarillo fluorescente
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,91,80g/m² Neonpapier grün,80 g/m² Neonpapier grün,80gsm fluorescent paper green,80 g/m² Neonpapier grün,80 g/m² papier fluorescent vert,80 g/m² neonpapier groen,80 g/m² carta neon verde,80 g/m² papel verde fluorescente
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,92,80g/m² Neonpapier rot,80 g/m² Neonpapier rot,80gsm fluorescent paper red,80 g/m² Neonpapier rot,80 g/m² papier fluorescent rouge,80 g/m² neonpapier rood,80 g/m² carta neon rossa,80 g/m² papel rojo fluorescente
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,93,90g/m² Bilderdruck matt,90 g/m² Bilderdruckpapier matt,90gsm silk finish,90 g/m² Bilderdruckpapier matt,90 g/m² couché mat,90 g/m² mat,90 g/m² carta patinata opaca,90 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,94,90g/m² Offsetpapier,90 g/m² Offsetpapier,90gsm uncoated paper,90 g/m² Offsetpapier,90 g/m² papier offset,90 g/m² offsetpapier,90 g/m² carta usomano,90 g/m² papel offset
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,95,100g/m² Offsetpapier,100 g/m² Offsetpapier,100gsm uncoated paper,100 g/m² Offsetpapier,100 g/m² papier offset,100 g/m² offsetpapier,100 g/m² carta usomano,100 g/m² papel offset
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,96,115g/m² Affichenpapier,115 g/m² Affichenpapier,115gsm affiche paper,115 g/m² Affichenpapier,115 g/m² papier-affiche,115 g/m² affichepapier,115 g/m² carta per affissioni,115 g/m² Blueback
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,97,135g/m² Bilderdruck glanz,135 g/m² Bilderdruckpapier glanz,135gsm gloss finish,135 g/m² Bilderdruckpapier glanz,135 g/m² couché brillant,135 g/m² glans,135 g/m² carta patinata lucida,135 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,295,135g/m² Bilderdruck glanz,135 g/m² Bilderdruckpapier glanz,135gsm gloss finish,135 g/m² Bilderdruckpapier glanz,135 g/m² couché brillant,135 g/m² glans,135 g/m² carta patinata lucida,135 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,296,135g/m² Bilderdruck matt,135 g/m² Bilderdruckpapier matt,135gsm silk finish,135 g/m² Bilderdruckpapier matt,135 g/m² couché mat,135 g/m² mat,135 g/m² carta patinata opaca,135 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,98,135g/m² Bilderdruck matt,135 g/m² Bilderdruckpapier matt,135gsm silk finish,135 g/m² Bilderdruckpapier matt,135 g/m² couché mat,135 g/m² mat,135 g/m² carta patinata opaca,135 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,99,170g/m² Bilderdruck glanz,170 g/m² Bilderdruckpapier glanz,170gsm gloss finish,170 g/m² Bilderdruckpapier glanz,170 g/m² couché brillant,170 g/m² glans,170 g/m² carta patinata lucida,170 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,268,170g/m² Bilderdruck glanz,170 g/m² Bilderdruckpapier glanz,170gsm gloss finish,170 g/m² Bilderdruckpapier glanz,170 g/m² couché brillant,170 g/m² glans,170 g/m² carta patinata lucida,170 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,269,170g/m² Bilderdruck matt,170 g/m² Bilderdruckpapier matt,170gsm silk finish,170 g/m² Bilderdruckpapier matt,170 g/m² couché mat,170 g/m² mat,170 g/m² carta patinata opaca,170 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,100,170g/m² Bilderdruck matt,170 g/m² Bilderdruckpapier matt,170gsm silk finish,170 g/m² Bilderdruckpapier matt,170 g/m² couché mat,170 g/m² mat,170 g/m² carta patinata opaca,170 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,101,250g/m² Bilderdruck glanz,250 g/m² Bilderdruckpapier glanz,250gsm gloss finish,250 g/m² Bilderdruckpapier glanz,250 g/m² couché brillant,250 g/m² glans,250 g/m² carta patinata lucida,250 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,270,250g/m² Bilderdruck glanz,250 g/m² Bilderdruckpapier glanz,250gsm gloss finish,250 g/m² Bilderdruckpapier glanz,250 g/m² couché brillant,250 g/m² glans,250 g/m² carta patinata lucida,250 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,271,250g/m² Bilderdruck matt,250 g/m² Bilderdruckpapier matt,250gsm silk finish,250 g/m² Bilderdruckpapier matt,250 g/m² couché mat,250 g/m² mat,250 g/m² carta patinata opaca,250 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,102,250g/m² Bilderdruck matt,250 g/m² Bilderdruckpapier matt,250gsm silk finish,250 g/m² Bilderdruckpapier matt,250 g/m² couché mat,250 g/m² mat,250 g/m² carta patinata opaca,250 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,103,300g/m² Bilderdruck glanz,300 g/m² Bilderdruckpapier glanz,300gsm gloss finish,300 g/m² Bilderdruckpapier glanz,300 g/m² couché brillant,300 g/m² glans,300 g/m² carta patinata lucida,300 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,272,300g/m² Bilderdruck glanz,300 g/m² Bilderdruckpapier glanz,300gsm gloss finish,300 g/m² Bilderdruckpapier glanz,300 g/m² couché brillant,300 g/m² glans,300 g/m² carta patinata lucida,300 g/m² estucado brillo
36,Papier Umschlag,Material,Material,Material,Matériau,Materiaal,Materiale,Material,273,300g/m² Bilderdruck matt,300 g/m² Bilderdruckpapier matt,300gsm silk finish,300 g/m² Bilderdruckpapier matt,300 g/m² couché mat,300 g/m² mat,300 g/m² carta patinata opaca,300 g/m² estucado mate
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,104,300g/m² Bilderdruck matt,300 g/m² Bilderdruckpapier matt,300gsm silk finish,300 g/m² Bilderdruckpapier matt,300 g/m² couché mat,300 g/m² mat,300 g/m² carta patinata opaca,300 g/m² estucado mate
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,43,DIN-A1 (841x594mm) quer,DIN A1 (841 x 594 mm) quer,A1 (841 x 594 mm) landscape,DIN A1 (841 x 594 mm) quer,A1 (841 x 594 mm) horizontal,A1 (841 x 594 mm) liggend,DIN A1 (841 x 594 mm) orizzontale,A1 (841 x 594 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,42,DIN-A1 (594x841mm) hoch,DIN A1 (594 x 841 mm) hoch,A1 (594 x 841 mm) portrait,DIN A1 (594 x 841 mm) hoch,A1 (594 x 841 mm) vertical,A1 (594 x 841 mm) staand,DIN A1 (594 x 841 mm) verticale,A1 (594 x 841 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,45,DIN-A2 (594x420mm) quer,DIN A2 (594 x 420 mm) quer,A2 (594 x 420 mm) landscape,DIN A2 (594 x 420 mm) quer,A2 (594 x 420 mm) horizontal,A2 (594 x 420 mm) liggend,DIN A2 (594 x 420 mm) orizzontale,A2 (594 x 420 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,44,DIN-A2 (420x594mm) hoch,DIN A2 (420 x 594 mm) hoch,A2 (420 x 594 mm) portrait,DIN A2 (420 x 594 mm) hoch,A2 (420 x 594 mm) vertical,A2 (420 x 594 mm) staand,DIN A2 (420 x 594 mm) verticale,A2 (420 x 594 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,47,DIN-A3 (420x297mm) quer,DIN A3 (420 x 297 mm) quer,A3 (420 x 297 mm) landscape,DIN A3 (420 x 297 mm) quer,A3 (420 x 297 mm) horizontal,A3 (420 x 297 mm) liggend,DIN A3 (420 x 297 mm) orizzontale,A3 (420 x 297 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,46,DIN-A3 (297x420mm) hoch,DIN A3 (297 x 420 mm) hoch,A3 (297 x 420 mm) portrait,DIN A3 (297 x 420 mm) hoch,A3 (297 x 420 mm) vertical,A3 (297 x 420 mm) staand,DIN A3 (297 x 420 mm) verticale,A3 (297 x 420 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,49,DIN-A4 (297x210mm) quer,DIN A4 (297 x 210 mm) quer,A4 (297 x 210 mm) landscape,DIN A4 (297 x 210 mm) quer,A4 (297 x 210 mm) horizontal,A4 (297 x 210 mm) liggend,DIN A4 (297 x 210 mm) orizzontale,A4 (297 x 210 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,48,DIN-A4 (210x297mm) hoch,DIN A4 (210 x 297 mm) hoch,A4 (210 x 297 mm) portrait,DIN A4 (210 x 297 mm) hoch,A4 (210 x 297 mm) vertical,A4 (210 x 297 mm) staand,DIN A4 (210 x 297 mm) verticale,A4 (210 x 297 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,51,DIN-A5 (210x148mm) quer,DIN A5 (210 x 148 mm) quer,A5 (210 x 148 mm) landscape,DIN A5 (210 x 148 mm) quer,A5 (210 x 148 mm) horizontal,A5 (210 x 148 mm) liggend,DIN A5 (210 x 148 mm) orizzontale,A5 (210 x 148 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,50,DIN-A5 (148x210mm) hoch,DIN A5 (148 x 210 mm) hoch,A5 (148 x 210 mm) portrait,DIN A5 (148 x 210 mm) hoch,A5 (148 x 210 mm) vertical,A5 (148 x 210 mm) staand,DIN A5 (148 x 210 mm) verticale,A5 (148 x 210 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,53,DIN-A6 (148x105mm) quer,DIN A6 (148 x 105 mm) quer,A6 (148 x 105 mm) landscape,DIN A6 (148 x 105 mm) quer,A6 (148 x 105 mm) horizontal,A6 (148 x 105 mm) liggend,DIN A6 (148 x 105 mm) orizzontale,A6 (148 x 105 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,52,DIN-A6 (105x148mm) hoch,DIN A6 (105 x 148 mm) hoch,A6 (105 x 148 mm) portrait,DIN A6 (105 x 148 mm) hoch,A6 (105 x 148 mm) vertical,A6 (105 x 148 mm) staand,DIN A6 (105 x 148 mm) verticale,A6 (105 x 148 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,54,DIN-A7 (105x74mm) quer,DIN A7 (105 x 74 mm) quer,A7 (105 x 74 mm) landscape,DIN A7 (105 x 74 mm) quer,A7 (105 x 74 mm) horizontal,A7 (105 x 74 mm) liggend,DIN A7 (105 x 74 mm) orizzontale,A7 (105 x 74 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,55,DIN-A7 (74x105mm) hoch,DIN A7 (74 x 105 mm) hoch,A7 (74 x 105 mm) portrait,DIN A7 (74 x 105 mm) hoch,A7 (74 x 105 mm) vertical,A7 (74 x 105 mm) staand,DIN A7 (74 x 105 mm) verticale,A7 (74 x 105 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,57,DIN-A8 (74x52mm) quer,DIN A8 (74 x 52 mm) quer,A8 (74 x 52 mm) landscape,DIN A8 (74 x 52 mm) quer,A8 (74 x 52 mm) horizontal,A8 (74 x 52 mm) liggend,DIN A8 (74 x 52 mm) orizzontale,A8 (74 x 52 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,56,DIN-A8 (52x74mm) hoch,DIN A8 (52 x 74 mm) hoch,A8 (52 x 74 mm) portrait,DIN A8 (52 x 74 mm) hoch,A8 (52 x 74 mm) vertical,A8 (52 x 74 mm) staand,DIN A8 (52 x 74 mm) verticale,A8 (52 x 74 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,37,DIN-Lang (210x105mm) quer,DIN lang (210 x 105 mm) quer,DL (210 x 105 mm) landscape,DIN lang (210 x 105 mm) quer,(210 x 105 mm) horizontal long,US / DL large (210 x 105 mm) liggend,DIN lungo (210 x 105 mm) orizzontale,DL (210 x 105 mm) horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,36,DIN-Lang (105x210mm) hoch,DIN lang (105 x 210 mm) hoch,DL (105 x 210 mm) portrait,DIN lang (105 x 210 mm) hoch,(105 x 210 mm) vertical long,US / DL large (105 x 210 mm) staand,DIN lungo (105 x 210 mm) verticale,DL (105 x 210 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,66,Quadratisch 420 x 420mm,420 x 420 mm,420 x 420 mm,420 x 420 mm,420 x 420 mm,420 x 420 mm,420 x 420 mm,420 x 420 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,65,Quadratisch 297 x 297mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,64,Quadratisch 210 x 210mm,210 x 210 mm,210 x 210 mm,210 x 210 mm,210 x 210 mm,210 x 210 mm,210 x 210 mm,210 x 210 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,62,Quadratisch 105 x 105mm,105 x 105 mm,105 x 105 mm,105 x 105 mm,105 x 105 mm,105 x 105 mm,105 x 105 mm,105 x 105 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,63,Quadratisch 120 x 120mm,120 x 120 mm,120 x 120 mm,120 x 120 mm,120 x 120 mm,120 x 120 mm,120 x 120 mm,120 x 120 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,29,273 x 183mm quer,273 x 183 mm quer,273 x 183 mm landscape,273 x 183 mm quer,273 x 183 mm horizontal,273 x 183 mm liggend,273 x 183 mm orizzontale,273 x 183 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,26,183 x 273mm hoch,183 x 273 mm hoch,183 x 273 mm portrait,183 x 273 mm hoch,183 x 273 mm vertical,183 x 273 mm staand,183 x 273 mm verticale,183 x 273 mm vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,35,85 x 55mm quer,85 x 55 mm quer,85 x 55 mm landscape,85 x 55 mm quer,85 x 55 mm horizontal,85 x 55 mm liggend,85 x 55 mm orizzontale,85 x 55 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,67,Tischkalender (297x105mm),Tischkalender (297 x 105 mm),desk calendar (297 x 105 mm),Tischkalender (297 x 105 mm),calendrier de bureau (297 x 105 mm),Bureaukalender (297 x 105 mm),calendari da tavolo (297 x 105 mm),calendario de mesa (297 x 105 mm)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,33,A5 lang (297 x 105mm) quer,DIN A5 lang (297 x 105 mm) quer,297 x 105 mm landscape,DIN A5 lang (297 x 105 mm) quer,297 x 105 mm horizontal,DIN A5 lang (297 x 105 mm) liggend,297 x 105 mm orizzontale,297 x 105 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,24,A5 lang (105 x 297mm) hoch,DIN A5 lang (105 x 297 mm) hoch,105 x 297 mm portrait,DIN A5 lang (105 x 297 mm) hoch,105 x 297 mm vertical,DIN A5 lang (105 x 297 mm) staand,105 x 297 mm verticale,105 x 297 mm vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,32,280 x 210mm quer,280 x 210 mm quer,280 x 210 mm landscape,280 x 210 mm quer,280 x 210 mm horizontal,280 x 210 mm liggend,280 x 210 mm orizzontale,280 x 210 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,27,210 x 280mm hoch,210 x 280 mm hoch,210 x 280 mm portrait,210 x 280 mm hoch,210 x 280 mm vertical,210 x 280 mm staand,210 x 280 mm verticale,210 x 280 mm vertical
